sol,target,Easting,Northing,Easting,Latitude,Longitude,Easting Offset from Ronan,Northing Offset from Ronan,start_time,gnorm,sh_tavg,lifetime,Fe_FWHM,Na2O,Na2O_err,MgO,MgO_err,Al2O3,Al2O3_err,SiO2,SiO2_err,P2O5,P2O5_err,SO3,SO3_err,Cl,Cl_err,K2O,K2O_err,CaO,CaO_err,TiO2,TiO2_err,Cr2O3,Cr2O3_err,MnO,MnO_err,FeO,FeO_err,Ni,Ni_err,Zn,Zn_err,Br,Br_err,source_edrs,planning_target,
1897,Sandness,-280266.8305,8142881.719,-280266.8305,137.375301414818,-4.72819228916918,314.218,-3552.8159,01897M22:20:45,45.9,-62,4:00:00,155.9,2.59,0.14,9.36,0.25,9.39,0.19,43.11,0.54,0.81,0.05,3.85,0.08,0.58,0.02,0.44,0.02,7.38,0.08,1.01,0.03,0.56,0.01,0.45,0.01,20.33,0.26,504,30,253,10,24,5,APB_565963325ESC18980671016_______M1.DAT:APB_565948712ESC18980671016_______M1.DAT,,
1897,Muck,-280267.3335,8142881.816,-280267.3335,137.375292239406,-4.72819579572834,314.315,-3553.3189,01897M20:05:52,59.4,-45.8,1:20:00,144.9,2.78,0.14,5.19,0.17,10.13,0.29,51.52,0.64,0.77,0.05,5.3,0.1,1.49,0.04,0.95,0.04,3.33,0.04,1.04,0.03,0.29,0.01,0.16,0.01,16.79,0.2,639,35,520,20,63,5,APB_565932478ESC18970671016_______M1.DAT:APB_565929057ESC18970671016_______M1.DAT,,
1897,Wick,-280267.5414,8142881.272,-280267.5414,137.374858296386,-4.72823505603495,313.771,-3553.5268,01897M17:42:48,50,-39.3,2:00:00,147.1,2.58,0.14,5.57,0.17,9.59,0.29,48.64,0.54,0.73,0.05,6.86,0.12,1.67,0.04,1.04,0.04,4.47,0.06,1.07,0.03,0.3,0.01,0.19,0.01,17.04,0.2,886,44,716,24,20,5,APB_565924987ESC18970671016_______M1.DAT:APB_565919597ESC18970671016_______M1.DAT,,
1895,Mzamba,-280269.8691,8142855.544,-280269.8691,137.374505582749,-4.72825386900311,288.043,-3555.8545,01895M18:19:42,61.6,-60.3,4:08:00,153.9,2.47,0.14,5.75,0.17,8.94,0.19,47.82,0.54,0.83,0.05,5.62,0.08,1.88,0.03,1.17,0.04,2.99,0.04,1.03,0.03,0.29,0.01,0.38,0.01,20.52,0.26,992,49,1304,40,111,5,APB_565771531ESC18960670806_______M1.DAT:APB_565756303ESC18950670806_______M1.DAT,,
1892,Drakensberg_DRT,-280270.9845,8142834.632,-280270.9845,137.377790009224,-4.72832351611575,267.131,-3556.9699,01893M00:32:59,60.1,-66.5,3:20:00,149.3,2.86,0.14,5.53,0.17,9.93,0.29,50.01,0.54,0.81,0.05,5.74,0.1,1.72,0.03,1.17,0.04,3.7,0.04,1.04,0.03,0.3,0.01,0.1,0.01,16.85,0.2,1004,54,588,20,55,5,APB_565496972ESC18930670650_______M1.DAT:APB_565511024ESC18930670650_______M1.DAT,,
2254,Woodhill_DRT,-280275.1138,8143029.362,-280275.1138,137.377796873917,-4.72832985288475,461.861,-3561.0992,02255M01:05:19,62,-45.1,4:00:00,147.2,2.62,0.14,5.56,0.17,9.33,0.19,47.29,0.54,0.89,0.05,7.79,0.1,1.45,0.03,0.98,0.04,4.71,0.06,0.93,0.03,0.29,0.01,0.1,0.01,17.76,0.2,803,44,870,30,41,5,APA_597654994ESC22550730800_______M1.DAT:APA_597636506ESC22550730800_______M1.DAT,,
2254,Springside,-280275.4895,8143029.769,-280275.4895,137.378104064691,-4.72835788511811,462.268,-3561.4749,02254M18:27:13,57.6,-23.8,2:43:41,172,2.45,0.14,4.85,0.17,9.62,0.29,50.32,0.54,0.76,0.05,6.31,0.1,1.1,0.03,1.06,0.04,4.49,0.06,0.97,0.03,0.28,0.01,0.1,0.01,17.43,0.2,854,44,885,30,21,5,APA_597622552ESC22540730800_______M1.DAT:APA_597618532ESC22540730800_______M1.DAT,,
2291,Rock_Hall_dump_corrected,-280277.1515,8143047.982,-280277.1515,137.378098751722,-4.72835850243444,480.481,-3563.1369,02291M22:16:00,49.7,-42.5,7:00:00,148.5,2.13,0.07,3.97,0.08,7.33,0.19,37.37,0.43,0.87,0.05,15.28,0.17,2.1,0.03,0.62,0.02,8.64,0.1,1,0.03,0.31,0.01,0.08,0.01,20,0.26,995,49,918,30,229,10,APA_600940241ESC22920731206_______M1.DAT:APA_600923722ESC22920731206_______M1.DAT,,
2292,Rock_Hall_Drill_Tailings,-280277.1881,8143047.667,-280277.1881,137.378094771213,-4.72835943515556,480.166,-3563.1735,02292M20:52:26,54.4,-37.7,2:30:00,151.3,2.03,0.14,4.14,0.08,7.21,0.19,35.43,0.43,0.94,0.07,16.85,0.2,2.28,0.04,0.57,0.02,9.16,0.1,0.94,0.03,0.3,0.01,0.1,0.01,19.77,0.26,877,44,877,30,229,10,APA_601009163ESC22930731206_______M1.DAT:APA_601023982ESC22930731206_______M1.DAT,,
2258,Rock_Hall,-280277.2434,8143047.431,-280277.2434,137.378096862667,-4.72836886019286,479.93,-3563.2288,02258M22:02:58,51.3,-41,6:30:00,149.9,2.67,0.14,6.4,0.17,8.6,0.19,42.84,0.54,0.95,0.07,11.93,0.12,1.74,0.03,0.55,0.02,6.89,0.07,0.98,0.03,0.3,0.01,0.12,0.01,15.81,0.2,737,40,705,24,137,5,APA_598010001ESC22590731206_______M1.DAT:APA_597995182ESC22590731206_______M1.DAT,,
2295,Bothwell_DRT,-280277.8022,8143047.555,-280277.8022,137.377545123547,-4.72844364148831,480.054,-3563.7876,02295M20:58:15,56.5,-39.9,7:00:00,150.4,2.54,0.14,5.5,0.17,8.01,0.19,40.69,0.43,0.98,0.07,14.9,0.15,1.8,0.03,0.51,0.02,7.6,0.08,0.94,0.03,0.28,0.01,0.09,0.01,15.92,0.2,754,40,700,24,178,10,APA_601275846ESC22960731206_______M1.DAT:APA_601290665ESC22960731206_______M1.DAT,,
1975,Rockall,-280282.2359,8143014.843,-280282.2359,137.377538933517,-4.72844537537134,447.342,-3568.2213,01975M20:38:39,62,-51.7,7:30:00,152.6,2.62,0.14,5.92,0.17,9.52,0.29,49.66,0.54,0.79,0.05,8.35,0.1,1.18,0.02,0.95,0.04,5.53,0.06,0.99,0.03,0.3,0.01,0.14,0.01,13.75,0.2,1086,54,1011,35,118,5,APB_572881641ESC19760680580_______M1.DAT:APB_572866820ESC19760680580_______M1.DAT,,
1979,Lake_Orcadie2_DRT,-280282.3387,8143014.476,-280282.3387,137.377539203382,-4.72844580715544,446.975,-3568.3241,01980M01:17:41,71.2,-60.4,3:30:00,159.1,2.66,0.14,5.16,0.17,9.51,0.29,50.3,0.54,0.71,0.05,7.83,0.1,1.3,0.02,0.91,0.04,4.94,0.06,0.94,0.03,0.31,0.01,0.14,0.01,14.93,0.2,1075,54,1001,35,102,5,APB_573222502ESC19800680580_______M1.DAT:APB_573237321ESC19800680580_______M1.DAT,,
1979,Lake_Orcadie2_Drill,-280282.3643,8143014.492,-280282.3643,137.37754122737,-4.72844686637581,446.991,-3568.3497,01979M18:58:14,75,-37.4,1:20:00,147.9,2.74,0.14,6.41,0.17,9.83,0.29,50.02,0.54,0.78,0.05,6.16,0.1,1.25,0.03,0.94,0.04,4.6,0.06,1.04,0.03,0.32,0.01,0.18,0.01,15.45,0.2,983,49,1001,35,91,10,APB_573204030ESC19790680580_______M1.DAT:APB_573207150ESC19790680580_______M1.DAT,,
1972,Lake_Orcadie_Offset_1,-280282.4271,8143014.612,-280282.4271,137.377534919274,-4.7284468781824,447.111,-3568.4125,01972M20:39:28,65.9,-46,2:00:00,145.4,2.57,0.14,5.99,0.17,9.22,0.19,47.41,0.54,0.87,0.05,9.93,0.12,1.28,0.03,0.94,0.04,5.74,0.07,0.87,0.03,0.29,0.01,0.16,0.01,14.36,0.2,1023,54,1143,35,121,5,APB_572611766ESC19730680580_______M1.DAT:APB_572598012ESC19720680580_______M1.DAT,,
1969,Ogunquit_Beach_postsieve_dump,-280282.4278,8143014.238,-280282.4278,137.377542020099,-4.72844726948675,446.737,-3568.4132,01969M18:26:28,47.2,-40.9,7:00:00,148.2,2.85,0.14,7.55,0.17,10.44,0.29,47.47,0.54,0.76,0.05,3.4,0.05,0.57,0.02,0.59,0.02,7.14,0.08,0.93,0.03,0.46,0.01,0.36,0.01,17.37,0.2,443,24,250,10,23,5,APB_572340842ESC19700680580_______M1.DAT:APB_572326028ESC19690680580_______M1.DAT,,
1963,Newmachar_DRT,-280282.451,8143014.659,-280282.451,137.377541159904,-4.72844740610593,447.158,-3568.4364,01963M22:26:37,74.7,-60.7,7:30:00,158.8,2.72,0.14,4.63,0.17,9.52,0.29,50.2,0.54,0.76,0.05,7.99,0.1,1.54,0.02,1,0.04,4.96,0.06,0.93,0.03,0.3,0.01,0.12,0.01,15.03,0.2,979,49,1247,40,104,5,APB_571821323ESC19640680580_______M1.DAT:APB_571808186ESC19640680580_______M1.DAT,,
1978,Lake_Orcadie_Drill_Tailings,-280282.4591,8143014.608,-280282.4591,137.377539321448,-4.7284481077551,447.107,-3568.4445,01978M19:08:50,56.1,-39.3,4:00:00,147.3,2.71,0.14,4.07,0.08,8.81,0.19,45.06,0.54,0.66,0.05,10.03,0.12,1.04,0.02,0.91,0.04,7.14,0.08,0.9,0.03,0.29,0.01,0.13,0.01,17.9,0.2,1042,54,1162,35,129,5,APB_573127608ESC19780680580_______M1.DAT:APB_573142428ESC19790680580_______M1.DAT,,
1966,Forties,-280282.5007,8143014.499,-280282.5007,137.377556053082,-4.72845383901436,446.998,-3568.4861,01966M19:14:39,78.3,-40,2:20:00,147.1,2.71,0.14,5.24,0.17,9.64,0.29,49.34,0.54,0.77,0.05,7.57,0.1,1.24,0.03,0.96,0.04,4.47,0.06,0.88,0.03,0.26,0.01,0.11,0.01,16.55,0.2,895,44,910,30,80,5,APB_572052473ESC19660680580_______M1.DAT:APB_572057346ESC19660680580_______M1.DAT,,
2247,Highfield_Drill_Tailings,-280282.8405,8143015.491,-280282.8405,137.377541008105,-4.72846012855697,447.99,-3568.8259,02247M22:29:30,51.6,-42.5,8:00:00,147.8,2.68,0.14,4.58,0.17,10.02,0.29,52.38,0.54,0.78,0.05,4.86,0.08,0.99,0.02,0.92,0.04,4.19,0.04,0.96,0.03,0.29,0.01,0.14,0.01,16.97,0.2,962,49,706,24,92,5,APA_597020299ESC22480730550_______M1.DAT:APA_597035118ESC22480730550_______M1.DAT,,
1975,Benbecula,-280283.2134,8143014.599,-280283.2134,137.375290299751,-4.72855233638882,447.098,-3569.1988,01975M18:45:52,65.4,-35.6,1:20:00,150,2.11,0.14,5.78,0.17,7,0.19,34.81,0.43,0.62,0.05,19.7,0.22,0.72,0.03,0.41,0.02,12.63,0.14,0.74,0.03,0.38,0.03,0.22,0.01,14.7,0.2,482,24,450,15,65,5,APB_572848169ESC19750680580_______M1.DAT:APB_572851289ESC19750680580_______M1.DAT,,
1911,Ben_Loyal,-280288.6803,8142881.157,-280288.6803,137.375628541874,-4.72856313267798,313.656,-3574.6657,01911M21:01:17,59,-62.6,8:00:00,155.4,2.63,0.14,5.46,0.17,9.46,0.29,48.93,0.54,0.8,0.05,7.61,0.1,0.99,0.02,0.98,0.04,4.76,0.06,0.89,0.03,0.28,0.01,0.11,0.01,16.8,0.2,898,44,1307,40,54,5,APB_567201474ESC19120671714_______M1.DAT:APB_567186655ESC19120671714_______M1.DAT,,
1906,Haddo_House,-280289.3204,8142901.211,-280289.3204,137.375353718041,-4.72861484051059,333.71,-3575.3058,01907M01:50:23,45.6,-67.6,4:00:00,148.5,2.63,0.14,5.37,0.17,9.55,0.29,49.26,0.54,0.7,0.05,7.9,0.1,1.71,0.03,1.02,0.04,4.65,0.06,1,0.03,0.28,0.01,0.15,0.01,15.51,0.2,865,44,903,30,100,5,APB_566760593ESC19070671494_______M1.DAT:APB_566745784ESC19070671494_______M1.DAT,,
1904,Talisker,-280292.3861,8142884.917,-280292.3861,137.375438152072,-4.72862425205464,317.416,-3578.3715,01904M19:02:41,54.2,-42.7,2:06:11,145.4,2.84,0.14,5.42,0.17,9.73,0.29,49.4,0.54,0.78,0.05,7.16,0.12,1.17,0.03,0.79,0.02,4.4,0.06,0.91,0.03,0.29,0.01,0.1,0.01,16.78,0.2,878,44,812,24,78,5,APB_566551680ESC19040671358_______M1.DAT:APB_566546220ESC19040671358_______M1.DAT,,
1902,Goatfell,-280292.9441,8142889.923,-280292.9441,137.377201298591,-4.72874242259216,322.422,-3578.9295,01902M18:56:02,43.7,-54.3,6:30:00,150.4,2.62,0.14,9.44,0.25,9.63,0.29,43.72,0.54,0.79,0.05,3.5,0.05,0.54,0.02,0.45,0.02,7.45,0.08,0.93,0.03,0.5,0.01,0.43,0.01,19.88,0.26,478,24,218,10,30,5,APB_566394783ESC19030671238_______M1.DAT:APB_566379963ESC19020671238_______M1.DAT,,
1959,Arnaboll,-280299.9503,8142994.458,-280299.9503,137.377198616807,-4.72874665778698,426.957,-3585.9357,01960M02:21:49,38.4,-66.1,1:30:00,149.5,2.5,0.14,5.59,0.17,9.44,0.19,47.59,0.54,0.75,0.05,6.8,0.15,1.71,0.04,1.05,0.04,4.24,0.06,1.15,0.05,0.3,0.03,0.12,0.01,18.51,0.2,1004,54,869,30,120,10,APB_571452767ESC19600680214_______M1.DAT:APB_571465292ESC19600680214_______M1.DAT,,
1954,Glen_Roy,-280300.2014,8142994.299,-280300.2014,137.37719074012,-4.72874916584541,426.798,-3586.1868,01954M17:52:59,56,-37.1,1:00:00,148.6,2.62,0.14,5.73,0.17,9.23,0.19,48.26,0.54,0.73,0.05,6.95,0.15,1.59,0.04,0.98,0.04,4.41,0.06,1,0.03,0.31,0.03,0.1,0.01,17.81,0.2,1019,54,751,24,136,10,APB_570981132ESC19540680214_______M1.DAT:APB_570986186ESC19540680214_______M1.DAT,,
1954,Skara_Brae,-280300.3501,8142993.832,-280300.3501,137.37592181773,-4.72893620257353,426.331,-3586.3355,01954M20:52:16,53.5,-62.1,5:30:00,157.7,2.65,0.14,5.55,0.17,9.27,0.19,48.74,0.54,0.73,0.05,6.4,0.08,1.71,0.03,0.99,0.04,4.29,0.06,1.06,0.03,0.3,0.01,0.12,0.01,17.92,0.2,1088,54,781,24,108,5,APB_571018219ESC19550680214_______M1.DAT:APB_571003399ESC19550680214_______M1.DAT,,
1929,Banff,-280311.4393,8142918.599,-280311.4393,137.379540404619,-4.7291453479969,351.098,-3597.4247,01929M21:45:25,59.9,-63.2,7:30:00,154.1,2.8,0.14,5.41,0.17,10.64,0.29,54.26,0.64,0.65,0.05,3.12,0.05,0.85,0.02,1.07,0.04,3.03,0.04,1.01,0.03,0.32,0.01,0.16,0.01,16.43,0.2,904,49,817,24,21,5,APB_568803388ESC19300672140_______M1.DAT:APB_568787314ESC19300672140_______M1.DAT,,
2301,Puddledub,-280323.8393,8143133.141,-280323.8393,137.379539139626,-4.72915126984836,565.64,-3609.8247,02301M20:42:24,51.8,-32.1,1:10:00,155.1,2.39,0.14,5.3,0.17,9.47,0.29,46.76,0.54,0.86,0.05,7.24,0.15,1.46,0.04,1.01,0.04,4.43,0.06,1.12,0.05,0.32,0.03,0.09,0.01,19.2,0.2,895,44,1596,49,234,10,APA_601792695ESC23010732112_______M1.DAT:APA_601797524ESC23010732112_______M1.DAT,,
2301,Loch_Ness_DRT,-280324.1904,8143133.066,-280324.1904,137.376731530983,-4.72920758731358,565.565,-3610.1758,02301M22:11:09,66.9,-42.7,6:30:00,148.8,2.53,0.14,4.57,0.17,9.73,0.29,48.34,0.54,0.75,0.05,5.41,0.08,1.99,0.03,1.14,0.04,3.55,0.04,1.16,0.05,0.34,0.01,0.09,0.01,19.98,0.26,907,49,1825,54,390,15,APA_601828598ESC23020732112_______M1.DAT:APA_601812994ESC23020732112_______M1.DAT,,
1947,Loch_Tay,-280327.5294,8142966.606,-280327.5294,137.376740655796,-4.72922408281552,399.105,-3613.5148,01947M23:24:26,59.7,-65.4,7:39:17,152.1,2.56,0.14,5.81,0.17,9.62,0.29,48.72,0.54,0.8,0.05,5.54,0.08,1.67,0.02,0.79,0.02,3.55,0.04,1.1,0.03,0.33,0.01,0.09,0.01,19.16,0.2,899,44,838,30,77,5,APB_570389559ESC19480673172_______M1.DAT:APB_570404864ESC19480673172_______M1.DAT,,
1947,Thurso,-280328.5074,8142967.147,-280328.5074,137.37603224314,-4.72923947355736,399.646,-3614.4928,01947M19:11:51,55.3,-41.6,2:47:52,146.4,2.62,0.14,5.98,0.17,9.62,0.29,49.51,0.54,0.72,0.05,5.28,0.1,1.55,0.03,0.72,0.02,3.99,0.04,1.1,0.03,0.33,0.01,0.1,0.01,18.23,0.2,891,44,781,24,157,5,APB_570366587ESC19470673172_______M1.DAT:APB_570372408ESC19470673172_______M1.DAT,,
1932,Aberfoyle,-280329.4199,8142925.146,-280329.4199,137.376047996513,-4.72924634330985,357.645,-3615.4053,01932M18:37:21,60,-43.6,5:16:33,148.5,3.26,0.14,6.57,0.17,10.48,0.29,52.34,0.54,1.07,0.07,7.22,0.1,1.68,0.03,0.97,0.04,4.21,0.06,1.09,0.03,0.36,0.01,0.21,0.01,10.17,0.13,1832,94,688,24,217,10,APB_569059246ESC19330672420_______M1.DAT:APB_569044765ESC19320672420_______M1.DAT,,
1934,Macleans_Nose,-280329.8272,8142926.08,-280329.8272,137.376035312855,-4.72933292108184,358.579,-3615.8126,01934M18:53:35,71.8,-40.6,2:30:00,147.2,2.61,0.14,5.41,0.17,9.35,0.19,47.64,0.54,0.7,0.05,6.89,0.1,1.52,0.03,0.85,0.04,3.9,0.04,0.91,0.03,0.25,0.01,0.07,0.01,19.59,0.26,1292,65,786,24,155,5,APB_569216273ESC19340672420_______M1.DAT:APB_569210153ESC19340672420_______M1.DAT,,
1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
